commodity_key,year,quarter,value,n_months,source
ammonia-in,2024,4,93.3333,3,mockup
ammonia-in,2025,1,95.2667,3,mockup
ammonia-in,2025,2,97.2333,3,mockup
ammonia-in,2025,3,99.1333,3,mockup
ammonia-in,2025,4,100.1667,3,mockup
ammonia-in,2026,1,108.8667,3,mockup
ammonia-in,2026,2,116.0667,3,mockup
ammonia-mea,2023,1,99.5,3,mockup
ammonia-mea,2023,2,98.0,3,mockup
ammonia-mea,2023,3,96.5,3,mockup
ammonia-mea,2023,4,95.0,3,mockup
ammonia-mea,2024,1,93.5,3,mockup
ammonia-mea,2024,2,92.0,3,mockup
ammonia-mea,2024,3,90.5,3,mockup
ammonia-mea,2024,4,91.3667,3,mockup
ammonia-mea,2025,1,93.4,3,mockup
ammonia-mea,2025,2,95.4333,3,mockup
ammonia-mea,2025,3,97.4667,3,mockup
ammonia-mea,2025,4,98.4333,3,mockup
ammonia-mea,2026,1,105.2667,3,mockup
ammonia-mea,2026,2,115.4667,3,mockup
ammonia-na,2023,1,89.6,3,mockup
ammonia-na,2023,2,67.0,3,mockup
ammonia-na,2023,3,57.2333,3,mockup
ammonia-na,2023,4,64.1667,3,mockup
ammonia-na,2024,1,62.9333,3,mockup
ammonia-na,2024,2,62.5,3,mockup
ammonia-na,2024,3,58.7333,3,mockup
ammonia-na,2024,4,61.9333,3,mockup
ammonia-na,2025,1,65.1,3,mockup
ammonia-na,2025,2,69.1333,3,mockup
ammonia-na,2025,3,69.3,3,mockup
ammonia-na,2025,4,75.7667,3,mockup
ammonia-na,2026,1,83.8667,3,mockup
ammonia-na,2026,2,99.9333,3,mockup
base-oil-apac,2023,1,99.5,3,mockup
base-oil-apac,2023,2,98.0,3,mockup
base-oil-apac,2023,3,96.5,3,mockup
base-oil-apac,2023,4,95.0,3,mockup
base-oil-apac,2024,1,93.5,3,mockup
base-oil-apac,2024,2,92.0,3,mockup
base-oil-apac,2024,3,90.5,3,mockup
base-oil-apac,2024,4,89.0,3,mockup
base-oil-apac,2025,1,87.5667,3,mockup
base-oil-apac,2025,2,86.3,3,mockup
base-oil-apac,2025,3,85.0,3,mockup
base-oil-apac,2025,4,83.7333,3,mockup
base-oil-apac,2026,1,65.7667,3,mockup
base-oil-apac,2026,2,76.8,3,mockup
base-oil-eu,2023,1,99.1,3,mockup
base-oil-eu,2023,2,96.3333,3,mockup
base-oil-eu,2023,3,93.6,3,mockup
base-oil-eu,2023,4,90.8333,3,mockup
base-oil-eu,2024,1,88.1,3,mockup
base-oil-eu,2024,2,85.3333,3,mockup
base-oil-eu,2024,3,82.6,3,mockup
base-oil-eu,2024,4,79.8333,3,mockup
base-oil-eu,2025,1,76.4,3,mockup
base-oil-eu,2025,2,71.6,3,mockup
base-oil-eu,2025,3,66.8,3,mockup
base-oil-eu,2025,4,62.0,3,mockup
base-oil-eu,2026,1,61.7,3,mockup
base-oil-eu,2026,2,67.8667,3,mockup
base-oil-na,2023,1,101.1667,3,mockup
base-oil-na,2023,2,90.3667,3,mockup
base-oil-na,2023,3,86.6333,3,mockup
base-oil-na,2023,4,96.3667,3,mockup
base-oil-na,2024,1,87.2333,3,mockup
base-oil-na,2024,2,90.3,3,mockup
base-oil-na,2024,3,91.2667,3,mockup
base-oil-na,2024,4,83.8667,3,mockup
base-oil-na,2025,1,77.7333,3,mockup
base-oil-na,2025,2,75.4333,3,mockup
base-oil-na,2025,3,74.2,3,mockup
base-oil-na,2025,4,71.1333,3,mockup
base-oil-na,2026,1,66.3667,3,mockup
base-oil-na,2026,2,108.0667,3,mockup
benzene-apac,2023,1,99.7667,3,mockup
benzene-apac,2023,2,99.0333,3,mockup
benzene-apac,2023,3,98.2667,3,mockup
benzene-apac,2023,4,97.5333,3,mockup
benzene-apac,2024,1,96.7667,3,mockup
benzene-apac,2024,2,96.0333,3,mockup
benzene-apac,2024,3,95.2667,3,mockup
benzene-apac,2024,4,96.0333,3,mockup
benzene-apac,2025,1,97.6,3,mockup
benzene-apac,2025,2,99.1333,3,mockup
benzene-apac,2025,3,100.7,3,mockup
benzene-apac,2025,4,101.0,3,mockup
benzene-apac,2026,1,109.4333,3,mockup
benzene-apac,2026,2,108.2333,3,mockup
benzene-cn,2023,1,99.6,3,mockup
benzene-cn,2023,2,98.4,3,mockup
benzene-cn,2023,3,97.2,3,mockup
benzene-cn,2023,4,96.0,3,mockup
benzene-cn,2024,1,94.8,3,mockup
benzene-cn,2024,2,93.6,3,mockup
benzene-cn,2024,3,92.4,3,mockup
benzene-cn,2024,4,94.0667,3,mockup
benzene-cn,2025,1,97.2333,3,mockup
benzene-cn,2025,2,100.3333,3,mockup
benzene-cn,2025,3,103.4667,3,mockup
benzene-cn,2025,4,100.1667,3,mockup
benzene-cn,2026,1,111.3333,3,mockup
benzene-cn,2026,2,112.0,3,mockup
benzene-eu,2023,1,99.4,3,mockup
benzene-eu,2023,2,97.5,3,mockup
benzene-eu,2023,3,95.6333,3,mockup
benzene-eu,2023,4,96.6667,3,mockup
benzene-eu,2024,1,99.1667,3,mockup
benzene-eu,2024,2,101.6667,3,mockup
benzene-eu,2024,3,104.1667,3,mockup
benzene-eu,2024,4,102.2,3,mockup
benzene-eu,2025,1,97.9,3,mockup
benzene-eu,2025,2,93.7,3,mockup
benzene-eu,2025,3,92.1333,3,mockup
benzene-eu,2025,4,103.0,3,mockup
benzene-eu,2026,1,119.8,3,mockup
benzene-eu,2026,2,117.3667,3,mockup
benzene-na,2023,1,110.1,3,mockup
benzene-na,2023,2,114.0333,3,mockup
benzene-na,2023,3,106.6667,3,mockup
benzene-na,2023,4,117.8667,3,mockup
benzene-na,2024,1,114.1333,3,mockup
benzene-na,2024,2,128.9333,3,mockup
benzene-na,2024,3,121.9667,3,mockup
benzene-na,2024,4,104.7667,3,mockup
benzene-na,2025,1,105.4,3,mockup
benzene-na,2025,2,92.4333,3,mockup
benzene-na,2025,3,97.9333,3,mockup
benzene-na,2025,4,90.1667,3,mockup
benzene-na,2026,1,95.9667,3,mockup
benzene-na,2026,2,117.9,3,mockup
bpa-apac,2023,1,99.7767,3,mockup
bpa-apac,2023,2,99.11,3,mockup
bpa-apac,2023,3,98.44,3,mockup
bpa-apac,2023,4,97.77,3,mockup
bpa-apac,2024,1,97.1,3,mockup
bpa-apac,2024,2,96.4333,3,mockup
bpa-apac,2024,3,95.7633,3,mockup
bpa-apac,2024,4,95.0933,3,mockup
bpa-apac,2025,1,94.4167,3,mockup
bpa-apac,2025,2,93.73,3,mockup
bpa-apac,2025,3,93.05,3,mockup
bpa-apac,2025,4,90.7667,3,mockup
bpa-apac,2026,1,88.89,3,mockup
bpa-apac,2026,2,87.6067,3,mockup
bpa-cn,2023,1,99.82,3,mockup
bpa-cn,2023,2,99.28,3,mockup
bpa-cn,2023,3,98.74,3,mockup
bpa-cn,2023,4,98.2,3,mockup
bpa-cn,2024,1,97.66,3,mockup
bpa-cn,2024,2,97.12,3,mockup
bpa-cn,2024,3,96.58,3,mockup
bpa-cn,2024,4,96.04,3,mockup
bpa-cn,2025,1,92.18,3,mockup
bpa-cn,2025,2,86.67,3,mockup
bpa-cn,2025,3,81.15,3,mockup
bpa-cn,2025,4,77.61,3,mockup
bpa-cn,2026,1,76.0,3,mockup
bpa-cn,2026,2,74.86,3,mockup
bpa-eu,2023,1,99.7767,3,mockup
bpa-eu,2023,2,99.11,3,mockup
bpa-eu,2023,3,98.44,3,mockup
bpa-eu,2023,4,97.77,3,mockup
bpa-eu,2024,1,97.1,3,mockup
bpa-eu,2024,2,96.4333,3,mockup
bpa-eu,2024,3,95.7633,3,mockup
bpa-eu,2024,4,95.0933,3,mockup
bpa-eu,2025,1,93.9033,3,mockup
bpa-eu,2025,2,92.45,3,mockup
bpa-eu,2025,3,90.9967,3,mockup
bpa-eu,2025,4,91.88,3,mockup
bpa-eu,2026,1,91.62,3,mockup
bpa-eu,2026,2,90.21,3,mockup
brent,2023,1,98.4,3,mockup
brent,2023,2,94.9333,3,mockup
brent,2023,3,105.0333,3,mockup
brent,2023,4,101.4667,3,mockup
brent,2024,1,100.6,3,mockup
brent,2024,2,102.6,3,mockup
brent,2024,3,96.7667,3,mockup
brent,2024,4,90.4333,3,mockup
brent,2025,1,91.9,3,mockup
brent,2025,2,82.4333,3,mockup
brent,2025,3,83.6,3,mockup
brent,2025,4,77.1,3,mockup
brent,2026,1,97.2,3,mockup
brent,2026,2,134.0,3,mockup
caprolactam-cn,2023,1,99.68,3,mockup
caprolactam-cn,2023,2,98.72,3,mockup
caprolactam-cn,2023,3,97.76,3,mockup
caprolactam-cn,2023,4,96.7933,3,mockup
caprolactam-cn,2024,1,95.83,3,mockup
caprolactam-cn,2024,2,94.87,3,mockup
caprolactam-cn,2024,3,93.91,3,mockup
caprolactam-cn,2024,4,92.95,3,mockup
caprolactam-cn,2025,1,91.99,3,mockup
caprolactam-cn,2025,2,92.93,3,mockup
caprolactam-cn,2025,3,94.8133,3,mockup
caprolactam-cn,2025,4,96.7,3,mockup
caprolactam-cn,2026,1,97.78,3,mockup
caprolactam-cn,2026,2,98.4433,3,mockup
caprolactam-eu,2023,1,100.2333,3,mockup
caprolactam-eu,2023,2,100.93,3,mockup
caprolactam-eu,2023,3,101.63,3,mockup
caprolactam-eu,2023,4,102.33,3,mockup
caprolactam-eu,2024,1,103.03,3,mockup
caprolactam-eu,2024,2,103.7267,3,mockup
caprolactam-eu,2024,3,104.4267,3,mockup
caprolactam-eu,2024,4,105.1267,3,mockup
caprolactam-eu,2025,1,105.8233,3,mockup
caprolactam-eu,2025,2,107.8867,3,mockup
caprolactam-eu,2025,3,110.6267,3,mockup
caprolactam-eu,2025,4,113.3733,3,mockup
caprolactam-eu,2026,1,113.3333,3,mockup
caprolactam-eu,2026,2,111.9033,3,mockup
caprolactam-na,2023,1,100.15,3,mockup
caprolactam-na,2023,2,100.59,3,mockup
caprolactam-na,2023,3,101.0367,3,mockup
caprolactam-na,2023,4,101.48,3,mockup
caprolactam-na,2024,1,101.9233,3,mockup
caprolactam-na,2024,2,102.3667,3,mockup
caprolactam-na,2024,3,102.81,3,mockup
caprolactam-na,2024,4,103.2533,3,mockup
caprolactam-na,2025,1,103.7,3,mockup
caprolactam-na,2025,2,102.9,3,mockup
caprolactam-na,2025,3,96.9967,3,mockup
caprolactam-na,2025,4,90.4033,3,mockup
caprolactam-na,2026,1,87.52,3,mockup
caprolactam-na,2026,2,86.4967,3,mockup
caustic-soda-cn,2023,1,99.7667,3,mockup
caustic-soda-cn,2023,2,99.0333,3,mockup
caustic-soda-cn,2023,3,98.2667,3,mockup
caustic-soda-cn,2023,4,97.5333,3,mockup
caustic-soda-cn,2024,1,96.7667,3,mockup
caustic-soda-cn,2024,2,96.0333,3,mockup
caustic-soda-cn,2024,3,95.2667,3,mockup
caustic-soda-cn,2024,4,93.8667,3,mockup
caustic-soda-cn,2025,1,92.2333,3,mockup
caustic-soda-cn,2025,2,90.5667,3,mockup
caustic-soda-cn,2025,3,88.9333,3,mockup
caustic-soda-cn,2025,4,80.7667,3,mockup
caustic-soda-cn,2026,1,74.3667,3,mockup
caustic-soda-cn,2026,2,77.7,3,mockup
caustic-soda-eu,2023,1,99.1,3,mockup
caustic-soda-eu,2023,2,96.4,3,mockup
caustic-soda-eu,2023,3,93.7,3,mockup
caustic-soda-eu,2023,4,91.0,3,mockup
caustic-soda-eu,2024,1,88.3,3,mockup
caustic-soda-eu,2024,2,85.6,3,mockup
caustic-soda-eu,2024,3,82.9,3,mockup
caustic-soda-eu,2024,4,79.4667,3,mockup
caustic-soda-eu,2025,1,75.7,3,mockup
caustic-soda-eu,2025,2,71.9,3,mockup
caustic-soda-eu,2025,3,68.1333,3,mockup
caustic-soda-eu,2025,4,62.5667,3,mockup
caustic-soda-eu,2026,1,60.3667,3,mockup
caustic-soda-eu,2026,2,65.2667,3,mockup
caustic-soda-in,2023,1,99.5,3,mockup
caustic-soda-in,2023,2,98.0,3,mockup
caustic-soda-in,2023,3,96.5,3,mockup
caustic-soda-in,2023,4,95.0,3,mockup
caustic-soda-in,2024,1,93.5,3,mockup
caustic-soda-in,2024,2,92.0,3,mockup
caustic-soda-in,2024,3,90.5,3,mockup
caustic-soda-in,2024,4,90.4333,3,mockup
caustic-soda-in,2025,1,91.1,3,mockup
caustic-soda-in,2025,2,91.8,3,mockup
caustic-soda-in,2025,3,92.4667,3,mockup
caustic-soda-in,2025,4,85.0,3,mockup
caustic-soda-in,2026,1,78.0333,3,mockup
caustic-soda-in,2026,2,82.1667,3,mockup
caustic-soda-na,2023,1,98.0,3,mockup
caustic-soda-na,2023,2,89.8667,3,mockup
caustic-soda-na,2023,3,75.9667,3,mockup
caustic-soda-na,2023,4,69.4667,3,mockup
caustic-soda-na,2024,1,66.5,3,mockup
caustic-soda-na,2024,2,65.2,3,mockup
caustic-soda-na,2024,3,64.6,3,mockup
caustic-soda-na,2024,4,65.8333,3,mockup
caustic-soda-na,2025,1,66.3333,3,mockup
caustic-soda-na,2025,2,66.8,3,mockup
caustic-soda-na,2025,3,68.9667,3,mockup
caustic-soda-na,2025,4,67.7667,3,mockup
caustic-soda-na,2026,1,68.4333,3,mockup
caustic-soda-na,2026,2,71.7,3,mockup
copper,2023,1,98.1667,3,mockup
copper,2023,2,91.8667,3,mockup
copper,2023,3,91.0333,3,mockup
copper,2023,4,90.2333,3,mockup
copper,2024,1,93.2667,3,mockup
copper,2024,2,106.4,3,mockup
copper,2024,3,101.8,3,mockup
copper,2024,4,100.1333,3,mockup
copper,2025,1,101.7333,3,mockup
copper,2025,2,103.4333,3,mockup
copper,2025,3,106.6,3,mockup
copper,2025,4,121.2,3,mockup
copper,2026,1,139.4667,3,mockup
copper,2026,2,136.2,3,mockup
corn,2023,1,97.5333,3,mockup
corn,2023,2,90.9333,3,mockup
corn,2023,3,73.4,3,mockup
corn,2023,4,70.2667,3,mockup
corn,2024,1,63.6,3,mockup
corn,2024,2,64.1667,3,mockup
corn,2024,3,58.4,3,mockup
corn,2024,4,65.3667,3,mockup
corn,2025,1,70.8333,3,mockup
corn,2025,2,67.8,3,mockup
corn,2025,3,62.9,3,mockup
corn,2025,4,66.6,3,mockup
corn,2026,1,69.1,3,mockup
corn,2026,2,71.0667,3,mockup
cpo,2023,1,99.3333,3,mockup
cpo,2023,2,97.1667,3,mockup
cpo,2023,3,96.5,3,mockup
cpo,2023,4,96.2333,3,mockup
cpo,2024,1,97.0,3,mockup
cpo,2024,2,96.1667,3,mockup
cpo,2024,3,95.8333,3,mockup
cpo,2024,4,96.3,3,mockup
cpo,2025,1,97.0,3,mockup
cpo,2025,2,97.5,3,mockup
cpo,2025,3,96.0,3,mockup
cpo,2025,4,94.5667,3,mockup
cpo,2026,1,93.5,3,mockup
cpo,2026,2,92.7667,3,mockup
dap,2023,1,94.6667,3,mockup
dap,2023,2,84.8,3,mockup
dap,2023,3,83.7333,3,mockup
dap,2023,4,91.2,3,mockup
dap,2024,1,88.5333,3,mockup
dap,2024,2,89.8667,3,mockup
dap,2024,3,91.4667,3,mockup
dap,2024,4,89.0667,3,mockup
dap,2025,1,96.0,3,mockup
dap,2025,2,107.7333,3,mockup
dap,2025,3,123.3667,3,mockup
dap,2025,4,111.4667,3,mockup
dap,2026,1,101.5333,3,mockup
dap,2026,2,105.3,3,mockup
elec-cn,2023,1,99.8333,3,mockup
elec-cn,2023,2,99.1667,3,mockup
elec-cn,2023,3,99.0,3,mockup
elec-cn,2023,4,99.2,3,mockup
elec-cn,2024,1,99.6667,3,mockup
elec-cn,2024,2,99.0,3,mockup
elec-cn,2024,3,99.0667,3,mockup
elec-cn,2024,4,99.2,3,mockup
elec-cn,2025,1,98.7667,3,mockup
elec-cn,2025,2,98.2333,3,mockup
elec-cn,2025,3,97.6,3,mockup
elec-cn,2025,4,97.0667,3,mockup
elec-cn,2026,1,96.6,3,mockup
elec-cn,2026,2,96.0667,3,mockup
elec-eu,2023,1,99.0,3,mockup
elec-eu,2023,2,97.0,3,mockup
elec-eu,2023,3,95.5,3,mockup
elec-eu,2023,4,94.8667,3,mockup
elec-eu,2024,1,96.5,3,mockup
elec-eu,2024,2,95.6667,3,mockup
elec-eu,2024,3,94.9333,3,mockup
elec-eu,2024,4,94.8,3,mockup
elec-eu,2025,1,94.2333,3,mockup
elec-eu,2025,2,93.5,3,mockup
elec-eu,2025,3,92.7667,3,mockup
elec-eu,2025,4,92.0,3,mockup
elec-eu,2026,1,91.2333,3,mockup
elec-eu,2026,2,90.5,3,mockup
elec-in,2023,1,100.5,3,mockup
elec-in,2023,2,102.0,3,mockup
elec-in,2023,3,101.5,3,mockup
elec-in,2023,4,102.0,3,mockup
elec-in,2024,1,101.5,3,mockup
elec-in,2024,2,102.6667,3,mockup
elec-in,2024,3,102.5,3,mockup
elec-in,2024,4,103.9,3,mockup
elec-in,2025,1,103.7667,3,mockup
elec-in,2025,2,103.0,3,mockup
elec-in,2025,3,102.2333,3,mockup
elec-in,2025,4,101.5,3,mockup
elec-in,2026,1,100.7667,3,mockup
elec-in,2026,2,100.0,3,mockup
elec-mea,2023,1,100.1667,3,mockup
elec-mea,2023,2,100.8333,3,mockup
elec-mea,2023,3,101.1667,3,mockup
elec-mea,2023,4,101.8333,3,mockup
elec-mea,2024,1,101.1667,3,mockup
elec-mea,2024,2,101.8333,3,mockup
elec-mea,2024,3,102.3333,3,mockup
elec-mea,2024,4,103.0667,3,mockup
elec-mea,2025,1,102.7667,3,mockup
elec-mea,2025,2,102.0,3,mockup
elec-mea,2025,3,101.2333,3,mockup
elec-mea,2025,4,100.5,3,mockup
elec-mea,2026,1,99.7667,3,mockup
elec-mea,2026,2,99.0,3,mockup
elec-na,2023,1,99.8333,3,mockup
elec-na,2023,2,98.5,3,mockup
elec-na,2023,3,97.0,3,mockup
elec-na,2023,4,96.2333,3,mockup
elec-na,2024,1,97.5,3,mockup
elec-na,2024,2,96.6667,3,mockup
elec-na,2024,3,95.9333,3,mockup
elec-na,2024,4,95.6,3,mockup
elec-na,2025,1,95.0,3,mockup
elec-na,2025,2,94.2333,3,mockup
elec-na,2025,3,93.5,3,mockup
elec-na,2025,4,92.7667,3,mockup
elec-na,2026,1,92.0,3,mockup
elec-na,2026,2,91.2333,3,mockup
ethylene-propylene-cn,2023,1,99.9,3,mockup
ethylene-propylene-cn,2023,2,99.6,3,mockup
ethylene-propylene-cn,2023,3,99.3,3,mockup
ethylene-propylene-cn,2023,4,99.0,3,mockup
ethylene-propylene-cn,2024,1,98.7,3,mockup
ethylene-propylene-cn,2024,2,98.4,3,mockup
ethylene-propylene-cn,2024,3,98.1,3,mockup
ethylene-propylene-cn,2024,4,97.2333,3,mockup
ethylene-propylene-cn,2025,1,96.1,3,mockup
ethylene-propylene-cn,2025,2,94.9333,3,mockup
ethylene-propylene-cn,2025,3,93.8,3,mockup
ethylene-propylene-cn,2025,4,91.8,3,mockup
ethylene-propylene-cn,2026,1,99.6667,3,mockup
ethylene-propylene-cn,2026,2,106.0,3,mockup
ethylene-propylene-eu,2023,1,99.8,3,mockup
ethylene-propylene-eu,2023,2,99.2,3,mockup
ethylene-propylene-eu,2023,3,98.6,3,mockup
ethylene-propylene-eu,2023,4,98.0,3,mockup
ethylene-propylene-eu,2024,1,97.4,3,mockup
ethylene-propylene-eu,2024,2,96.8,3,mockup
ethylene-propylene-eu,2024,3,96.2,3,mockup
ethylene-propylene-eu,2024,4,97.4,3,mockup
ethylene-propylene-eu,2025,1,99.5,3,mockup
ethylene-propylene-eu,2025,2,101.5,3,mockup
ethylene-propylene-eu,2025,3,103.6,3,mockup
ethylene-propylene-eu,2025,4,102.1,3,mockup
ethylene-propylene-eu,2026,1,97.6667,3,mockup
ethylene-propylene-eu,2026,2,97.3333,3,mockup
ethylene-propylene-na,2023,1,97.1667,3,mockup
ethylene-propylene-na,2023,2,84.2,3,mockup
ethylene-propylene-na,2023,3,72.3667,3,mockup
ethylene-propylene-na,2023,4,79.4667,3,mockup
ethylene-propylene-na,2024,1,83.3667,3,mockup
ethylene-propylene-na,2024,2,87.1,3,mockup
ethylene-propylene-na,2024,3,93.2333,3,mockup
ethylene-propylene-na,2024,4,90.0,3,mockup
ethylene-propylene-na,2025,1,93.5333,3,mockup
ethylene-propylene-na,2025,2,84.7667,3,mockup
ethylene-propylene-na,2025,3,78.6,3,mockup
ethylene-propylene-na,2025,4,73.9667,3,mockup
ethylene-propylene-na,2026,1,76.0,3,mockup
ethylene-propylene-na,2026,2,104.8333,3,mockup
gas-brazil,2023,1,92.8667,3,mockup
gas-brazil,2023,2,78.6,3,mockup
gas-brazil,2023,3,78.6,3,mockup
gas-brazil,2023,4,85.7,3,mockup
gas-brazil,2024,1,85.7333,3,mockup
gas-brazil,2024,2,78.6,3,mockup
gas-brazil,2024,3,78.6,3,mockup
gas-brazil,2024,4,85.7,3,mockup
gas-brazil,2025,1,92.9,3,mockup
gas-brazil,2025,2,85.7,3,mockup
gas-brazil,2025,3,85.7,3,mockup
gas-brazil,2025,4,97.6333,3,mockup
gas-brazil,2026,1,116.6667,3,mockup
gas-brazil,2026,2,138.1,3,mockup
gas-china,2023,1,94.6,3,mockup
gas-china,2023,2,86.6667,3,mockup
gas-china,2023,3,85.8333,3,mockup
gas-china,2023,4,90.4333,3,mockup
gas-china,2024,1,90.8333,3,mockup
gas-china,2024,2,87.5,3,mockup
gas-china,2024,3,91.2667,3,mockup
gas-china,2024,4,97.1,3,mockup
gas-china,2025,1,102.9,3,mockup
gas-china,2025,2,95.0333,3,mockup
gas-china,2025,3,98.3333,3,mockup
gas-china,2025,4,107.0667,3,mockup
gas-china,2026,1,120.8667,3,mockup
gas-china,2026,2,133.3,3,mockup
gas-india,2023,1,100.0,3,mockup
gas-india,2023,2,75.8,3,mockup
gas-india,2023,3,75.8,3,mockup
